text,label,label_id
"Water supply to entire sector cut near Alambagh since morning. Hospital affected. Pehle bhi complaint ki thi, koi action nahi.",critical,3
Again reporting: behind the bus stand ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
Water supply disrupted near Chowk since yesterday. Residents managing with stored water.,medium,1
Again reporting: Chinhat ke paas imarat gir gayi. Log malaabe mein phanse hain. MADAD CHAHIYE. This has been reported before with no action.,critical,3
behind the bus stand ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
Again reporting: Sultanpur Road ke paas kachra thoda zyada ho gaya. Saaf karna chahiye.,low,0
Chowk mein paani for a week se nahi aa raha. Log tank se kaam chala rahe hain. Please look into this.,medium,1
LARGE SECTION OF WALL COLLAPSED NEAR ALIGANJ. ROAD PARTIALLY BLOCKED.,high,2
Raw sewage on road near Faizabad Road for 2 days. Children falling sick.,high,2
Chinhat ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
Major road collapse near Chinhat. Multiple vehicles stuck. Emergency.,critical,3
Pipe leaking near Indira Nagar since morning. Water wasted and road wet.,medium,1
Large dangerous pothole near Mahanagar has caused 2 accidents this week,high,2
HIGH VOLTAGE POLE FALLEN ON ROAD NEAR ALIGANJ. MULTIPLE PEOPLE INJURED.,critical,3
Kanpur Road mein bijli ka pole gir gaya. Kai log zakhmi. Ambulance bhejo.,critical,3
Dustbin near Gomti Nagar slightly overflowing. Needs cleaning. Kindly take action.,low,0
Again reporting: near the main market mein paani since morning se nahi aa raha. Log tank se kaam chala rahe hain.,medium,1
Bridge near Thakurganj has developed serious cracks. Load limit exceeded.,high,2
Again reporting: Civil Lines mein for a week se bijli nahi hai raat ko. Log pareshan hain. Please look into this,medium,1
Alambagh ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Minor waterlogging near Sultanpur Road after rain. Clears within an hour.,low,0
Water supply disrupted near Sector 14 since last night. Residents managing with stored water.,medium,1
Garbage not collected from Faizabad Road since yesterday.,medium,1
Small puddle near Rajajipuram. No major inconvenience.,low,0
Sector 14 ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai,high,2
Water supply disrupted near Thakurganj since morning. Residents managing with stored water. Pehle bhi,medium,1
Jankipuram ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Drain clogged near Chowk. Sewage smell affecting nearby residents.,medium,1
near the main market mein bijli ka pole gir gaya. Kai log zakhmi. Ambulance bhejo.,critical,3
Main water pipe burst near Vibhuti Khand. Road flooded.,high,2
Sewage overflowing into residential area near Chowk. Health risk.,high,2
Major sewage overflow near behind the bus stand. Cholera risk. Immediate action needed. No response to previous complaints.,critical,3
Sewage pipeline burst near behind the bus stand. Entire area flooded with waste water.,critical,3
MAJOR SEWAGE OVERFLOW NEAR CHINHAT. CHOLERA RISK. IMMEDIATE ACTION NEEDED. RESIDENTS ARE VERY CONCERNED.,critical,3
Telibagh ke paas imarat gir gayi. Log malaabe mein phanse hain. MADAD CHAHIYE.,critical,3
Small crack visible on boundary wall near Alambagh. No immediate danger.,low,0
Street lights on Chinhat road have been off for 2 days. Night travel unsafe. This,medium,1
Small puddle near Chinhat. No major,low,0
School roof collapsed near Gomti Nagar. Students were inside. Rescue needed. No response to previous complaints.,critical,3
Again reporting: A pothole has developed near Jankipuram. Vehicles are slowing down and,medium,1
Again reporting: Thakurganj ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
Mahanagar ke paas imarat gir gayi. Log malaabe mein phanse hain. MADAD CHAHIYE. Kindly take action.,critical,3
Faizabad Road mein paani ghar mein ghus raha hai. Kafi families affected hain.,high,2
Minor road damage near Jankipuram. Vehicles passing without issue.,low,0
Street light near Civil Lines is flickering. Still partially working.,low,0
Street light near Rajajipuram is flickering. Still partially working.,low,0
Pipe leaking near Rajajipuram since last night. Water wasted and road wet.,medium,1
Nishatganj ke paas kachra thoda zyada ho,low,0
Water supply disrupted near Rajajipuram since last night. Residents managing with stored water.,medium,1
MAIN WATER PIPE BURST NEAR CIVIL LINES. ROAD FLOODED. SUPPLY CUT TO 200 HOMES.,high,2
LIVE WIRE ON GROUND NEAR NEAR THE MAIN MARKET. ONE PERSON ALREADY GOT SHOCK. EMERGENCY.,critical,3
INDIRA NAGAR KE PAAS IMARAT GIR GAYI. LOG MALAABE MEIN PHANSE HAIN. MADAD CHAHIYE. RESIDENTS ARE VERY CONCERNED.,critical,3
Again reporting: Large section of wall collapsed near Nishatganj. Road partially blocked.,high,2
Water supply to entire sector cut near Civil Lines since last night. Hospital affected.,critical,3
Street lights on Gomti Nagar road have been off since yesterday. Night travel unsafe.,medium,1
Nishatganj ke paas nali jam gayi. Badboo aa rahi,medium,1
MAJOR SEWAGE OVERFLOW NEAR GOMTI NAGAR. CHOLERA RISK. IMMEDIATE ACTION NEEDED.,critical,3
Minor road damage near Sector 14. Vehicles passing without issue.,low,0
Small crack visible on boundary wall near Chowk. No immediate danger. Residents are very concerned.,low,0
Flash flood near Chowk. Entire street submerged. People stranded on rooftops.,critical,3
Flash flood near Mahanagar. Entire street submerged. People stranded on rooftops.,critical,3
Dustbin near Indira Nagar slightly overflowing. Needs cleaning.,low,0
Aminabad ke paas sadak poori tarah dhaas gayi. Bada sinkhole ban gaya.,critical,3
Again reporting: Alambagh mein paani ka pressure thoda kam hai. Chal raha hai abhi.,low,0
Large dangerous pot hole near Indira Nagar has caused 2 accidents this week. Residents are very concerned.,high,2
Sadak par ek chota sa gaddha hai Telibagh ke paas. Abhi koi accident nahi hua.,low,0
Again reporting: Large section of wall collapsed near Jankipuram. Road partially blocked.,high,2
Minor pipe leak near Sector 14. Small puddle forming.,low,0
Garbage not collected from Telibagh since last night. Smell and flies increasing,medium,1
Sewage overflowing into residential area near,high,2
Minor road damage near behind the bus stand. Vehicles passing without issue. Jaldi kuch karo please.,low,0
Telibagh ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Sewage pipeline burst near Aliganj. Entire area flooded with waste water.,critical,3
Boundary wall near near the main market leaning slightly. Could be unsafe in rain.,medium,1
Waterlogging near Sector 14 for 2 days. Road is difficult to cross on foot. Kindly take action,medium,1
Electricity pole tilting dangerously near Telibagh. Could fall any time.,high,2
Minor pipe leak near behind the bus stand. Small puddle forming.,low,0
Small puddle near Alambagh. No major inconvenience.,low,0
Small puddle near Alambagh. No major inconvenience.,low,0
Drainage blocked near Jankipuram. Water standing on road after every rain. This has been reported before with no action.,medium,1
GOMTI NAGAR KE PAAS IMARAT GIR GAYI. LOG MALAABE MEIN PHANSE HAIN. MADAD CHAHIYE. PLEASE LOOK INTO THIS.,critical,3
Boundary wall near Chinhat leaning slightly. Could,medium,1
near the main market ke paas diwar mein thodi si darar aa gayi. Koi khatre ki baat nahi.,low,0
Raw sewage on road near Civil Lines since yesterday. Children falling sick.,high,2
Building collapsed near Jankipuram. People trapped under debris. URGENT.,critical,3
Electricity pole tilting dangerously near Vibhuti Khand. Could fall any time.,high,2
Pipe leaking near Alambagh since last night. Water wasted and road wet.,medium,1
Raw sewage on road near Aminabad for 2 days. Children falling sick.,high,2
Raw sewage on road near Mahanagar since yesterday. Children falling,high,2
behind the bus stand mein badi baadhh aayi. Log chhat par,critical,3
SEVERE WATERLOGGING NEAR CHINHAT. WATER ENTERING GROUND FLOOR SHOPS AND HOMES.,high,2
Minor road damage near Alambagh. Vehicles passing without issue.,low,0
Jankipuram mein paani ka pressure thoda kam hai,low,0
Waterlogging near behind the bus stand since morning. Road is difficult to cross on foot.,medium,1
Electricity pole tilting dangerously near Telibagh. Could fall any time.,high,2
Major road collapse near Vibhuti Khand. Multiple vehicles stuck. Emergency,critical,3
Water pressure slightly low near Alambagh. Not a big issue.,low,0
EXPOSED LIVE WIRES HANGING NEAR BEHIND THE BUS STAND FOOTPATH AFTER STORM. VERY DANGEROUS.,high,2
Raw sewage on road near Thakurganj for 2 days. Children falling sick. No response to previous complaints.,high,2
Flood water 4 feet high near near the main market. Elderly and children trapped. Help needed now.,critical,3
Road has partially collapsed near Chowk. Heavy vehicles cannot pass. Kindly take action.,high,2
Mahanagar mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai. Please look into this.,critical,3
Flash flood near near the main market. Entire street submerged. People stranded on rooftops.,critical,3
Aminabad ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai,low,0
Thakurganj ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai. Please look into this.,high,2
Hazratganj ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
Small puddle near Alambagh. No major,low,0
Thakurganj ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain. Please look into this.,high,2
Minor road damage near Vibhuti Khand. Vehicles passing without issue.,low,0
Pipe leaking near Aminabad for 2 days. Water wasted and road wet.,medium,1
Severe waterlogging near Aliganj. Water entering ground floor shops and homes.,high,2
Minor pipe leak near Sultanpur Road. Small puddle forming. This has been reported before with no action.,low,0
near the main market ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Dustbin near Telibagh slightly overflowing. Needs cleaning.,low,0
Severe waterlogging near Sultanpur Road. Water entering ground,high,2
Again reporting: Water supply to entire sector cut near Indira Nagar for 2 days. Hospital affected. Kindly take action.,critical,3
Sadak par ek chota sa gaddha hai Rajajipuram ke paas. Abhi koi accident nahi hua.,low,0
Again reporting: Sadak par ek chota sa gaddha hai Kanpur Road ke,low,0
Civil Lines mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai. Kindly take action.,critical,3
Waterlogging near Indira Nagar since last night. Road is difficult to cross on foot.,medium,1
RAJAJIPURAM KE PAAS IMARAT GIR GAYI. LOG MALAABE MEIN PHANSE HAIN. MADAD CHAHIYE.,critical,3
Sultanpur Road ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Nishatganj ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Large dangerous pothole near Civil Lines has caused 2 accidents this week.,high,2
Waterlogging near Jankipuram for a week. Road is difficult to cross on foot.,medium,1
"Again reporting: Road damage near Chowk is getting worse. Two-wheelers at risk at night. Pehle bhi complaint ki thi, koi action nahi.",medium,1
Floodwater near Chinhat blocking main road for a week. Vehicles stranded. Please look into this.,high,2
Street lights on behind the bus stand road have been off for a week. Night travel unsafe.,medium,1
Minor pipe leak near near the main market. Small puddle forming.,low,0
Small crack visible on boundary wall near Mahanagar. No immediate danger.,low,0
Again reporting: High voltage pole fallen on road near Aminabad. Multiple people injured.,critical,3
Water supply disrupted near Aminabad since morning. Residents managing with stored water.,medium,1
Chowk mein sewage overflow ho raha hai. Ghar mein ghus raha hai.,high,2
Again reporting: Rajajipuram mein sewage overflow ho raha hai.,high,2
Small puddle near Vibhuti Khand. No,low,0
Sewage overflowing into residential area near Thakurganj. Health risk. Residents are very concerned.,high,2
WATER CONTAMINATION REPORTED NEAR CHOWK. PEOPLE FALLING ILL AFTER DRINKING.,high,2
Cracks developing on road overpass near Kanpur Road. Needs inspection.,medium,1
Flash flood near Mahanagar. Entire street submerged.,critical,3
Vibhuti Khand ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai. Jaldi kuch karo please.,low,0
Boundary wall near behind the bus stand leaning slightly. Could be unsafe in rain. Please look into this.,medium,1
Bridge near Sultanpur Road has developed serious cracks. Load limit exceeded.,high,2
Pipe leaking near Sector 14 since yesterday. Water wasted and road wet.,medium,1
HIGH VOLTAGE POLE FALLEN ON ROAD NEAR SECTOR 14. MULTIPLE PEOPLE INJURED.,critical,3
School roof collapsed near Hazratganj. Students were inside. Rescue needed. Please look into this,critical,3
near the main market ke paas building ki diwar,medium,1
Minor waterlogging near Alambagh after rain. Clears within an hour,low,0
Large dangerous pothole near Alambagh has caused 2 accidents this week.,high,2
One streetlight out near Thakurganj. Area still,low,0
"Severe waterlogging near near the main market. Water entering ground floor shops and homes. Pehle bhi complaint ki thi, koi action nahi.",high,2
Waterlogging near Mahanagar since morning. Road is difficult to cross on foot.,medium,1
Bridge near Chowk has developed serious cracks. Load limit exceeded.,high,2
FLASH FLOOD NEAR JANKIPURAM. ENTIRE STREET SUBMERGED. PEOPLE STRANDED ON ROOFTOPS.,critical,3
Water supply disrupted near Hazratganj since morning. Residents managing with stored water.,medium,1
Thakurganj mein sewage overflow ho raha hai. Ghar mein ghus raha hai,high,2
Garbage not collected from near the main market since yesterday. Smell and flies increasing.,medium,1
Road has partially collapsed near Sultanpur Road. Heavy vehicles cannot pass.,high,2
Again reporting: Sewage pipeline burst near Gomti Nagar. Entire area flooded with waste water. Residents are very concerned.,critical,3
EXPOSED LIVE WIRES HANGING NEAR KANPUR ROAD FOOTPATH AFTER STORM. VERY DANGEROUS.,high,2
Sadak par ek chota sa gaddha hai Indira Nagar ke paas. Abhi koi accident nahi hua.,low,0
Again reporting: behind the bus stand mein paani ka pressure thoda kam hai. Chal raha hai abhi.,low,0
Minor pipe leak near Civil Lines. Small puddle forming.,low,0
Mahanagar ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai. This has been reported before with no action.,high,2
Kanpur Road ke paas sadak poori tarah dhaas gayi. Bada sinkhole ban gaya.,critical,3
School roof collapsed near Aminabad. Students were inside. Rescue needed.,critical,3
Water contamination reported near behind the bus stand. People falling ill after drinking.,high,2
Road completely collapsed near Indira Nagar. Sinkhole formed. Area cordoned off.,critical,3
"Boundary wall near Thakurganj leaning slightly. Could be unsafe in rain. Pehle bhi complaint ki thi, koi action nahi.",medium,1
Again reporting: Civil Lines ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Civil Lines ke paas diwar gir gayi. Rasta block ho gaya hai.,high,2
Electricity pole tilting dangerously near Mahanagar. Could fall any time.,high,2
Alambagh ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Kanpur Road ke paas kachra thoda zyada ho gaya. Saaf karna chahiye,low,0
Thakurganj mein paani ghar mein ghus raha hai.,high,2
High voltage pole fallen on road near near the main market. Multiple people injured.,critical,3
Chinhat ke paas paani ki pipe phut gayi. Sadak,high,2
Exposed live wires hanging near Faizabad Road footpath after storm. Very dangerous. Residents are very concerned,high,2
Jankipuram mein for 2 days se paani bhara hua hai. Logon ko dikkat ho rahi hai,medium,1
Contaminated water causing mass illness near Nishatganj. 20+ hospitalised,critical,3
Faizabad Road ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
"NISHATGANJ MEIN SEWAGE OVERFLOW HO RAHA HAI. GHAR MEIN GHUS RAHA HAI. PEHLE BHI COMPLAINT KI THI, KOI ACTION NAHI.",high,2
Small crack visible on boundary wall near Aminabad. No immediate danger.,low,0
Small crack visible on boundary wall near Sector,low,0
Garbage not collected from Chowk since yesterday. Smell and flies increasing.,medium,1
Telibagh ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
High voltage pole fallen on road near Indira Nagar. Multiple people injured.,critical,3
Flash flood near Jankipuram. Entire street submerged. People stranded on rooftops.,critical,3
Sadak par ek chota sa gaddha hai Kanpur Road ke paas. Abhi koi accident nahi hua.,low,0
"Again reporting: Telibagh mein paani ka pressure thoda kam hai. Chal raha hai abhi. Pehle bhi complaint ki thi, koi action nahi.",low,0
Water supply to entire sector cut near Rajajipuram for 2 days. Hospital affected.,critical,3
Again reporting: Exposed live wires hanging near Sultanpur Road footpath after storm. Very dangerous.,high,2
Vibhuti Khand mein sewage overflow ho raha hai. Ghar mein ghus raha hai.,high,2
One streetlight out near Vibhuti Khand. Area still lit by other lights.,low,0
Boundary wall near Telibagh leaning slightly. Could be unsafe in rain.,medium,1
Road damage near Chinhat is getting worse. Two-wheelers at risk at night.,medium,1
Faizabad Road mein for 2 days se paani bhara hua hai. Logon ko dikkat ho rahi hai,medium,1
Chinhat ke paas imarat gir gayi. Log malaabe mein phanse hain. MADAD CHAHIYE.,critical,3
FLOOD WATER 4 FEET HIGH NEAR BEHIND THE BUS STAND. ELDERLY AND CHILDREN TRAPPED. HELP NEEDED NOW.,critical,3
SEWAGE OVERFLOWING INTO RESIDENTIAL AREA NEAR ALAMBAGH. HEALTH RISK.,high,2
Live wire on ground near Hazratganj. One person already got shock. Emergency.,critical,3
Gomti Nagar ke paas nali jam gayi. Badboo aa rahi hai. Log pareshan hain.,medium,1
Mahanagar mein paani for a week se nahi aa raha. Log tank se kaam chala rahe hain.,medium,1
Again reporting: Paint peeling from bridge wall near Sector 14. Structural check needed.,low,0
Water supply disrupted near Jankipuram since last night. Residents managing with stored water.,medium,1
Water pressure slightly low near Vibhuti Khand. Not a big issue.,low,0
Live wire on ground near Alambagh. One person already got shock. Emergency. Jaldi kuch karo please.,critical,3
Civil Lines ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai,low,0
Street light near Gomti Nagar is flickering,low,0
Faizabad Road mein since last night se bijli nahi hai raat ko. Log pareshan hain.,medium,1
Mild smell from drain near near the main market. Not a major issue yet.,low,0
Sector 14 ke paas kachra thoda zyada ho gaya. Saaf karna chahiye.,low,0
Road damage near Telibagh is getting worse. Two-wheelers at risk at night. Jaldi kuch karo please.,medium,1
Road damage near Gomti Nagar is getting worse. Two-wheelers at risk at night.,medium,1
Thakurganj ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain.,critical,3
Vibhuti Khand mein bijli ka pole gir gaya. Kai log zakhmi. Ambulance bhejo. No response to previous complaints.,critical,3
BRIDGE NEAR CHOWK HAS DEVELOPED SERIOUS CRACKS. LOAD LIMIT EXCEEDED. PLEASE LOOK INTO THIS.,high,2
Civil Lines mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai.,critical,3
Thakurganj mein paani for a week se nahi aa raha. Log tank se kaam chala rahe hain. Jaldi kuch karo please.,medium,1
Live wire on ground near Alambagh. One person already got shock. Emergency,critical,3
Sadak par ek chota sa gaddha hai near the main market ke paas. Abhi koi accident nahi hua.,low,0
Chowk ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain.,critical,3
Electricity pole tilting dangerously near Indira Nagar. Could fall any time. Kindly take action.,high,2
High voltage pole fallen on road near Mahanagar. Multiple people injured.,critical,3
Sadak par ek chota sa gaddha hai Aliganj ke paas.,low,0
Civil Lines ke paas kachra thoda zyada ho gaya. Saaf karna chahiye,low,0
Sadak par ek chota sa gaddha hai Sector 14 ke paas. Abhi koi accident nahi hua. Residents are very concerned.,low,0
Road completely collapsed near Thakurganj. Sinkhole formed. Area cordoned off.,critical,3
Again reporting: Drain clogged near Sultanpur Road. Sewage smell affecting nearby residents.,medium,1
Water supply to entire sector cut near Nishatganj since morning. Hospital affected.,critical,3
Cracks developing on road overpass near Aliganj. Needs inspection.,medium,1
Sadak par ek chota sa gaddha hai Vibhuti Khand ke paas. Abhi koi accident nahi hua.,low,0
Again reporting: One streetlight out near Telibagh. Area still lit by other lights.,low,0
FLOODWATER NEAR BEHIND THE BUS STAND BLOCKING MAIN ROAD FOR 2 DAYS. VEHICLES STRANDED.,high,2
Rajajipuram mein sewage overflow ho raha hai. Ghar mein ghus raha hai. This has,high,2
Contaminated water causing mass illness near Alambagh. 20+ hospitalised,critical,3
Chowk ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
Waterlogging near near the main market for a week. Road is difficult to cross on foot. Kindly take action.,medium,1
Main water pipe burst near Aminabad. Road flooded. Supply cut to 200 homes.,high,2
KANPUR ROAD MEIN BIJLI KA POLE GIR GAYA. KAI LOG ZAKHMI. AMBULANCE BHEJO. KINDLY TAKE ACTION.,critical,3
Bridge near Rajajipuram has developed serious cracks. Load limit exceeded.,high,2
Vibhuti Khand ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai.,low,0
School roof collapsed near near the main market. Students were inside. Rescue needed.,critical,3
Major road collapse near Alambagh. Multiple vehicles stuck. Emergency.,critical,3
One streetlight out near Telibagh. Area still lit by other lights.,low,0
Road completely collapsed near Nishatganj. Sinkhole formed. Area cordoned,critical,3
Building colapsed near near the main market. People trapped under debris. URGENT.,critical,3
Contaminated water causing mass illness near Telibagh. 20+ hospitalised.,critical,3
Power outage near near the main market for 2 days. Residents and shops affected.,medium,1
FLASH FLOOD NEAR KANPUR ROAD. ENTIRE STREET SUBMERGED. PEOPLE STRANDED ON ROOFTOPS. RESIDENTS ARE VERY CONCERNED.,critical,3
WATER SUPPLY TO ENTIRE SECTOR CUT NEAR NEAR THE MAIN MARKET FOR A WEEK. HOSPITAL AFFECTED.,critical,3
BUILDING COLLAPSED NEAR CHINHAT. PEOPLE TRAPPED UNDER DEBRIS. URGENT.,critical,3
Again reporting: Jankipuram ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain. Daily inconvenience for everyone.,critical,3
Electricity pole tilting dangerously near Hazratganj. Could fall any time.,high,2
Nishatganj ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain. No response to previous complaints.,medium,1
Paint peeling from bridge wall near Chinhat. Structural check needed.,low,0
LARGE DANGEROUS POTHOLE NEAR CHOWK HAS CAUSED 2 ACCIDENTS THIS WEEK.,high,2
THAKURGANJ KE PAAS IMARAT GIR GAYI. LOG MALAABE MEIN PHANSE HAIN. MADAD CHAHIYE.,critical,3
Nishatganj ke paas diwar mein thodi si darar aa gayi. Koi khatre ki baat nahi.,low,0
Nishatganj ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya. Residents are very concerned.,high,2
Nishatganj ke paas bijli ka khamba jhuk gaya hai. Bahut khatarnak hai.,high,2
School roof colapsed near Aminabad. Students were inside. Rescue needed.,critical,3
Civil Lines ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
Road has partially collapsed near Aminabad. Heavy vehicles cannot pass.,high,2
Sewage pipeline burst near Telibagh. Entire area flooded with waste water. Please look into this.,critical,3
ALIGANJ MEIN BADI BAADHH AAYI. LOG CHHAT PAR HAIN. RESCUE KI ZAROORAT HAI.,critical,3
Sadak par ek chota sa gaddha hai Jankipuram ke paas. Abhi koi accedent nahi hua.,low,0
Flood water 4 feet high near Rajajipuram. Elderly and children trapped. Help needed now.,critical,3
Kanpur Road mein badi baadhh aayi. Log chhat par hain. Rescue ki zaroorat hai.,critical,3
Boundary wall near Nishatganj leaning slightly. Could be unsafe in rain.,medium,1
Street light near behind the bus stand is flickering. Still partially working.,low,0
Water pressure slightly low near Aliganj. Not a big issue,low,0
Aliganj ke paas paani mein zeher milne ki khabar.,critical,3
Thakurganj ke paas bada gaddha hai. Is hafte 2 accident ho chuke hain.,high,2
One streetlight out near Thakurganj. Area still lit by other lights. Please look into this.,low,0
Waterlogging near Vibhuti Khand for a week. Road is difficult to cross on foot.,medium,1
Road damage near Alambagh is getting worse. Two-wheelers at risk at night.,medium,1
Electricity pole tilting dangerously near Chowk. Could fall any time.,high,2
Road damage near Mahanagar is getting worse. Two-wheelers at risk at night. Pehle bhi,medium,1
ROAD COMPLETELY COLLAPSED NEAR ALAMBAGH. SINKHOLE FORMED. AREA CORDONED OFF.,critical,3
near the main market ke paas sadak poori tarah dhaas gayi. Bada sinkhole ban gaya.,critical,3
Severe waterlogging near Kanpur Road. Water entering ground floor shops and,high,2
Sector 14 ke paas kachra thoda zyada ho gaya. Saaf karna chahiye,low,0
Sadak par ek chota sa gaddha hai Aminabad ke paas. Abhi koi accident nahi hua.,low,0
Street light near behind the bus stand is flickering. Still partially working.,low,0
Water supply disrupted near Rajajipuram for a week. Residents managing with stored water. Residents are very concerned.,medium,1
MAJOR SEWAGE OVERFLOW NEAR AMINABAD. CHOLERA RISK. IMMEDIATE ACTION NEEDED.,critical,3
Aminabad ke paas diwar mein thodi si darar aa gayi. Koi khatre ki baat nahi.,low,0
SEWAGE PIPELINE BURST NEAR AMINABAD. ENTIRE AREA FLOODED WITH WASTE WATER.,critical,3
Rajajipuram mein sewage overflow ho raha hai. Ghar mein ghus raha hai.,high,2
Major sewage overflow near Kanpur Road. Cholera risk. Immediate action needed.,critical,3
Minor pipe leak near Alambagh. Small,low,0
Street light near Rajajipuram is flickering.,low,0
Thakurganj ke paas thoda paani bhara baarish ke baad. Jald saaf ho jaata hai. Kindly take action.,low,0
Sadak par ek chota sa gaddha hai Aminabad ke paas. Abhi koi accedent nahi hua. Jaldi kuch karo please.,low,0
Waterlogging near Chinhat for 2 days. Road is difficult to cross on foot.,medium,1
Raw sewage on road near Alambagh since last night. Children falling sick,high,2
Sultanpur Road mein paani ka pressure thoda kam hai. Chal raha hai abhi.,low,0
Waterlogging near Jankipuram for a week. Road is difficult to cross on foot.,medium,1
Exposed live wires hanging near Aliganj footpath after storm. Very dangrous.,high,2
Flash flood near Rajajipuram. Entire street submerged. People stranded on rooftops.,critical,3
Sewage overflowing into residential area near Jankipuram. Health risk.,high,2
Cracks developing on road overpass near behind the bus stand. Needs inspection. This has been reported before with no action.,medium,1
Gomti Nagar ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Sultanpur Road mein bijli ka pole gir gaya. Kai log zakhmi. Ambulance bhejo.,critical,3
Major road collapse near near the main market. Multiple vehicles stuck. Emergency.,critical,3
Hazratganj ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain.,critical,3
Small crack visible on boundary wall near Rajajipuram. No immediate danger.,low,0
Large dangerous pothole near Chowk has caused 2 accidents this week.,high,2
Minor pipe leak near behind the bus stand. Small puddle forming.,low,0
Building collapsed near Kanpur Road. People trapped under debris. URGENT.,critical,3
Pipe leaking near Telibagh since last night. Water wasted and road wet. This has been reported before with no action.,medium,1
Again reporting: Jankipuram ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai.,low,0
Sewage pipeline burst near Kanpur Road. Entire area flooded with waste water.,critical,3
Power outage near Jankipuram since yesterday. Residents and shops affected,medium,1
School roof collapsed near Sector 14. Students were inside. Rescue needed. Please look into this.,critical,3
Major sewage overflow near Sector 14. Cholera risk. Immediate action needed. Jaldi kuch karo please.,critical,3
Gomti Nagar ke paas paani ki pipe phut gayi. Sadak par paani bhar gaya.,high,2
Sewage overflowing into residential area near Vibhuti Khand. Health risk. Please look into this.,high,2
Major road collapse near Faizabad Road. Multiple vehicles stuck. Emergency. Pehle bhi,critical,3
Major road collapse near Sector 14. Multiple vehicles stuck. Emergency.,critical,3
Again reporting: Faizabad Road ke paas building ki diwar mein dararein badh rahi hain.,medium,1
CHOWK KE PAAS DIWAR GIR GAYI. RASTA BLOCK HO GAYA HAI.,high,2
High voltage pole fallen on road near near the main market. Multiple people injured.,critical,3
Indira Nagar ke paas paani mein zeher milne ki khabar. Log beemar pad rahe hain.,critical,3
Jankipuram ke paas nali jam gayi. Badboo aa rahi hai. Log pareshan hain.,medium,1
Thakurganj mein sewage overflow ho raha hai. Ghar mein ghus raha hai.,high,2
Raw sewage on road near Sector 14 since last night. Children falling sick.,high,2
Major sewage overflow near Telibagh. Cholera risk. Immediate action needed. Kindly take action.,critical,3
behind the bus stand ke paas ek light thodi weak ho gayi hai. Kaam chal raha hai. Kindly take action.,low,0
One streetlight out near Sultanpur Road. Area still lit by other lights.,low,0
Water supply to entire sector cut near Chowk since yesterday. Hospital affected.,critical,3
Contaminated water causing mass illness near Aminabad. 20+ hospitalised.,critical,3
Drainage blocked near Vibhuti Khand. Water standing on road after every rain. Daily inconvenience for everyone.,medium,1
Aminabad ke paas sadak mein gaddha ho gaya. Gaadiyaan slow ho rahi hain.,medium,1
Water supply to entire sector cut near Aliganj for 2 days. Hospital affected.,critical,3
Live wire on ground near Civil Lines. One person already got shock. Emergency. Daily inconvenience for everyone.,critical,3
Road completely collapsed near Faizabad Road. Sinkhole formed. Area cordoned off.,critical,3
Large dangerous pothole near Aliganj has caused 2 accidents this week.,high,2
Again reporting: Garbage not collected from behind the bus stand since morning. Smell and flies increasing.,medium,1
